"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun May 16 01:17:30 GMT 2021","Sun May 16 01:17:32 GMT 2021","1624","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
"passed","Sun May 16 01:17:26 GMT 2021","Sun May 16 01:17:30 GMT 2021","4158","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
