"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 13 23:11:59 GMT 2021","Thu May 13 23:12:00 GMT 2021","282","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
"failed","Thu May 13 23:11:56 GMT 2021","Thu May 13 23:11:59 GMT 2021","3075","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
