"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 27 01:08:29 GMT 2021","Sun Jun 27 01:08:33 GMT 2021","3528","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
"passed","Sun Jun 27 01:08:33 GMT 2021","Sun Jun 27 01:08:35 GMT 2021","1945","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
