"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 30 01:04:30 GMT 2021","Wed Jun 30 01:04:34 GMT 2021","3305","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
"passed","Wed Jun 30 01:04:34 GMT 2021","Wed Jun 30 01:04:35 GMT 2021","1146","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
