"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jun 19 01:01:19 GMT 2021","Sat Jun 19 01:01:22 GMT 2021","2529","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
"passed","Sat Jun 19 01:01:22 GMT 2021","Sat Jun 19 01:01:23 GMT 2021","956","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
