"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 10 01:07:32 GMT 2021","Thu Jun 10 01:07:35 GMT 2021","2846","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
"passed","Thu Jun 10 01:07:35 GMT 2021","Thu Jun 10 01:07:36 GMT 2021","1223","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
