"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu May 13 22:10:10 GMT 2021","Thu May 13 22:10:28 GMT 2021","17591","","GitHubTest","","GitHubTest","verifyUserCantLoginWithInvalidCredentials","verifyUserCantLoginWithInvalidCredentials()","Verify user cant login with invalid credentials"
