"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jul 17 01:00:30 GMT 2021","Sat Jul 17 01:00:31 GMT 2021","1087","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
"passed","Sat Jul 17 01:00:27 GMT 2021","Sat Jul 17 01:00:30 GMT 2021","2399","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
