"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 13 22:21:30 GMT 2021","Thu May 13 22:21:30 GMT 2021","287","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
"failed","Thu May 13 22:21:27 GMT 2021","Thu May 13 22:21:30 GMT 2021","2539","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
