"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 13 23:17:33 GMT 2021","Thu May 13 23:17:36 GMT 2021","2847","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
"failed","Thu May 13 23:17:36 GMT 2021","Thu May 13 23:17:37 GMT 2021","287","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
