"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 02 03:00:02 GMT 2021","Wed Jun 02 03:00:06 GMT 2021","4617","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRateAndValidateScheme","getTodayExchangeRateAndValidateScheme()",""
"passed","Wed Jun 02 03:00:06 GMT 2021","Wed Jun 02 03:00:08 GMT 2021","1375","","ExchangeRateTest","","ExchangeRateTest","getTodayExchangeRate","getTodayExchangeRate()",""
